"","variety","text_ID","verb","mode","genre","Source.Ole","Source.Jenny","subject_3","source.ct","spoken.ct"
"1808","SCO","SCO-btal-021","need to","spoken","btal","SUB","OBJ","third",0,1
"1809","SCO","SCO-unsp-008","have to","spoken","unsp","OBJ","OBJ","third",-1,1
"1810","SCO","SCO-unsp-028","have to","spoken","unsp","OBJ","SUB","first",0,1
"1811","SCO","SCO-btal-029","have to","spoken","btal","SUB","SUB","first",1,1
"1812","SCO","SCO-unsp-002","have to","spoken","unsp","SUB","SUB","first",1,1
"1813","SCO","SCO-btal-019","have to","spoken","btal","SUB","SUB","first",1,1
"1814","SCO","SCO-leg-004","have to","spoken","leg","SUB","SUB","first",1,1
"1815","SCO","SCO-unsp-016","have to","spoken","unsp","SUB","SUB","first",1,1
"1816","SCO","SCO-btal-023","need to","spoken","btal","SUB","SUB","first",1,1
"1817","SCO","SCO-unsp-006","have to","spoken","unsp","OBJ","OBJ","first",-1,1
"1818","SCO","SCO-btal-032","need to","spoken","btal","SUB","SUB","first",1,1
"1819","SCO","SCO-btal-028","need to","spoken","btal","X","SUB","third",0.5,1
"1820","SCO","SCO-nbtal-011","need to","spoken","nbtal","SUB","SUB","third",1,1
"1821","SCO","SCO-nbtal-011","need to","spoken","nbtal","SUB","SUB","first",1,1
"1822","SCO","SCO-nbtal-013","need to","spoken","nbtal","X","SUB","third",0.5,1
"1823","SCO","SCO-btal-032","need to","spoken","btal","SUB","SUB","first",1,1
"1824","SCO","SCO-bint-014_T1","(have) got to","spoken","bint","SUB","SUB","first",1,1
"1825","SCO","SCO-btal-026","need to","spoken","btal","SUB","SUB","first",1,1
"1826","SCO","SCO-nbtal-005","have to","spoken","nbtal","X","SUB","second",0.5,1
"1827","SCO","SCO-unsp-004","have to","spoken","unsp","X","SUB","second",0.5,1
"1828","SCO","SCO-unsp-008","need to","spoken","unsp","SUB","SUB","first",1,1
"1829","SCO","SCO-btal-005","need to","spoken","btal","SUB","SUB","first",1,1
"1830","SCO","SCO-unsp-013","need to","spoken","unsp","OBJ","SUB","first",0,1
"1831","SCO","SCO-btal-027","need to","spoken","btal","SUB","SUB","first",1,1
"1832","SCO","SCO-dem-001","need to","spoken","dem","OBJ","OBJ","second",-1,1
"1833","SCO","SCO-unsp-029","have to","spoken","unsp","OBJ","OBJ","third",-1,1
"1834","SCO","SCO-bint-010_T1","have to","spoken","bint","OBJ","OBJ","second",-1,1
"1835","SCO","SCO-btal-009","need to","spoken","btal","SUB","SUB","first",1,1
"1836","SCO","SCO-btal-022","must","spoken","btal","SUB","SUB","third",1,1
